sentence,sentiment,model_sentiment,dataset,equals,,,,acuraccy ,0.617902054,,sentence count ,12803
 מלח הארץ  ברכות לבחירתך  איש יקר  ,0,0,train,TRUE,,,,,,,,
שפו  אתה הנשיא,0,0,train,TRUE,,,,,,,,
יהי זיכרו ברוך,0,0,train,TRUE,,,,,,,,
 מאוכזבת ממך מאוד    אנשים במשך כל הדורות נהרגו על קידוש ה ובקלות כזאת אתה מצדד בדמוקרטיה לבחור ועוד מאחל להם בריאות  שמחה ונחת  כנראה שאתה לא מבין שהסיפור האישי שלהם  אינו סיפור בלבד  זה קרע בשרשרת הדורות של עם ישראל ולזה יש מחיר גבוה במיוחד  ,1,0,train,FALSE,,,,,,,,
אדוני הנשיא  ומה עם משפט או שנים נגד נישואי תערובת ,1,0,train,FALSE,,,,,,,,
 במידה ויתגלה הדבר כשהנשיא כבר מכהן  יהיו לכך השלכות מרחיקות לכת על פרצופה של המדינה בכלל ובית הנשיא בפרט  ,0,0,train,TRUE,,,,,,,,
איזה חוויה ואיזה ישראלי  בהזדמנות הראשונה הם שולחים אותנו לתאי גזים וחופרים לנו קבר אחים בדיוק כמו בשואה הכואבת ,1,1,train,TRUE,,,,,,,,
 שהקב  ה ישמור עלייך קרוב קרוב לידו  מלאך שלנו ,0,0,train,TRUE,,,,,,,,
 מרגש ואימתי  לא הבנתי מדוע קפצו על משרת נשיא טרמפיסטים רבים כאילו מחפשים סידור עבודה  כשעל הקיר מונחת דמותו של זה האיש המחכה ובצדק למינוי הראוי  אבל ברוך ה ׳ הצדק ניצח  רמי ,0,0,train,TRUE,,,,,,,,
קייטנה על חשבונינו אנחנו מתאמצים לשמור על מקום עבודה כדי לא להגיע ללשכה והשרים נהנים בחופשת הקייץ והכי מעצבן שגם הערבים נהנים על חשבונינו ,1,0,train,FALSE,,,,,,,,
לעזאזל  שיעשו כבר משהו בממשלה שלנו,1,1,train,TRUE,,,,,,,,
יישר כוח כולנו אחרייך,0,2,train,FALSE,,,,,,,,
לא ברור מה נסגר במדינה הזאת,1,0,train,FALSE,,,,,,,,
 אני איתך  אדם הוא אדם  מדינה סובלנית ורב גונית היא מדיה טובה יותר ומצליחה  אזרחי מדינת ישראל  הנשיא מבקש מכם בקשה פשוטה וברורה  מלאו אותה  לכבוד נשיא המדינה ,0,0,train,TRUE,,,,,,,,
על איזה כבוד אתה מדבר  כבוד לאדם שרואה באישה חפץ או נכון יותר שפחה להכין עבורו את צרכיו  וגם אז להכות אותה  כמו גבר  כולנו שבעח סיפורים על בנות עמנו שלמרבה הבושה והצער חצו את הקווים וגילו את השוקת הדבורה היכן שציפו לקבל יחס אוהד וכבוד ,1,0,train,FALSE,,,,,,,,
העם דורש לבחור נשיא חדש אני קורא לכולם למחות נגד ריבלין בכיכר רבין ולהוריד אותו מהנשיאות המכוערת הזולא רוצים נשיא כזה עדיף שהכסף יילך לאלמנות ויתומים מאשר לתומך מושחת כזה שגורם לבזיון עם ישראל ,1,1,train,TRUE,,,,,,,,
נשיא מדינת ישראל תתבייש,1,2,train,FALSE,,,,,,,,
עונש מוות החוק הבא,1,1,train,TRUE,,,,,,,,
 צודק כב הנשיא ואני מחזק ידיו  אלו בדיוק המילים של ההדר הביתרי האצילי והאמיתי  אותו לצערי לא מכירים רוב הציבור כיום ,0,0,train,TRUE,,,,,,,,
בני שטן  יהי זכרו ברוך ,1,2,train,FALSE,,,,,,,,
ב ה צ ל ח ה לנו ולך כבוד הנשיא רובי ריבלין,0,0,train,TRUE,,,,,,,,
 זה מה שעושות דתות מפרידות  מתנשאות  הרסניות ומפרנסות את מנגנוני ומוסדות הדת אם יש אלוהים הוא בטח משתעשע או עצוב אולי להתבונן באנשים שמנכסים את האמונה בו והבלעדיות עלייה לעצמם שהורגים ושונאים בשמו בושה וכלימה ,1,1,train,TRUE,,,,,,,,
 יהי זכרו ברוך  הילד נראה מלאך נשמה טהורה  ה ׳ ינקום דמו ,0,0,train,TRUE,,,,,,,,
רובי ריבלין הנשיא העשירי תחזית שניתנה לפני הבחירות httpswwwyoutubecomwatchvaMSsd653OZkר,2,0,train,FALSE,,,,,,,,
עצוב,0,2,train,FALSE,,,,,,,,
איש טוב וצנוע מקווה שיצליח,0,0,train,TRUE,,,,,,,,
 כבוד נשיא ה10 של מדינת ישראל  עם ישראל אוהב אותך  אין כל ספק שתצליח מחר  אין ראוי ממך לתפקיד זה  ,0,0,train,TRUE,,,,,,,,
ברכות חמות לנשיא המדינה החדש ,0,0,train,TRUE,,,,,,,,
 מילה בסלע שתיקה בתרי היית צריך  פשוט לא להגיב אף אחד לא חייבאילץ אותך להגיב כבוד הנשיא  כירושלמי מולד  40 שנה אני מעריץ מעריך ומוקיר אותך  כל כך שמחתי שנבחרת לנשיא  בפוסט אחד  מבחינתי בכל אופן  הרסת והשמדת הכל  חבל מאד מאד מאד  מרגע זה   מיותר להמשיך  ,1,0,train,FALSE,,,,,,,,
אני גאה בך שמח שנבחרתה לנשיא של העם אתה אנשיא של כולם,0,0,train,TRUE,,,,,,,,
כל כך רציתי שתזכה לכהן כנשיא מאד מגיע לך מכל הלב  אתה מדהים,0,2,train,FALSE,,,,,,,,
שמע אתה צבוע מעניין אם היית מדבר כך אם הנכדה שלך הייתה מתחתנת עם מחמוד,1,0,train,FALSE,,,,,,,,
בהצלחהה   ,0,2,train,FALSE,,,,,,,,
שמח בשבילך  איש נכון במקום הנכון  תפקיד שתפור כמו חליפה עליך  מי יתן וירבו אנשים כמוך  יחי יחי יחי,0,0,train,TRUE,,,,,,,,
מי נשיא ימני של ביתר ירושלים אכפת לנשיא שמאלני של מדינת ישראל,1,0,train,FALSE,,,,,,,,
הכי קל ללכת לקיצון לעזאזל יותר קשה להישאר שפוי ,1,2,train,FALSE,,,,,,,,
 מכתב לחברך במפלגה באותה המידה אפשר לשנות את השם לאדוני הנשיא  ביבי ותרשה לי רק היום לקרוא לך ביבי ולא כבוד ראש הממשלה בינימין נתניהו היום כולנו שווים באבלינו  כולם בוכים על האסון הנבזי הזה  99 מהבוחרים שנתנו את קולם לליכוד עשו זאת בתקווה שהליכוד ישמור על הביטחון שלנו ושל ילדינו יותר מכל מפלגה אחרת  לאור כל הפרסומים על המחדלים הרבים בליל החטיפה והתגובה הפושרת עד כה אין מנוס מלהודות שפשוט נכשלתם  נכשלתם בזה ששחררתם מרצחים  נכשלתם בזה שאותם מרצחים ממשיכים בדרכם ללא הפרעה  נכשלתם בשמירה על ילדינו ונכשלתם אפילו כהודיעו לכם על החטיפה  ההודעה היום על הקצינים שיודחו היא בדיחה הסיפור הזה צריך להיחקר כמו שצריך ולא לסגור אותי בשג  אני מקווה מאוד שהלילה לא תצליח להירדם שתתהפך במיטה עשרות פעמים ושבבוקר יתעורר בינימין נתניהוראש הממשלה שכולנו סומכים עליו שידע איך להגן על שלום המדינה בכלל ועל עם ישראל בפרט  לילה לא כל כך טוב לך ולכל עם ישראל  ,1,0,train,FALSE,,,,,,,,
נורא ,0,2,train,FALSE,,,,,,,,
אדם נשמה מעל הכל ישר כח והרבה בריאות ונחת,0,0,train,TRUE,,,,,,,,
 הרי מי משבח את הנשיא פה הם רק השמאלנים הזבלים ואותם אנשים שרגילים להתבולל יומכם יגיע כולכם תגיעו למצולות הגיהינום  מי שתומך בחתונה הזאת טפוווו אליכם יזבלים בני זבלים  ,1,2,train,FALSE,,,,,,,,
 לכל הפלצנים שעונים   שבת שלום כבוד הנשיא   מדוע הוא לא איחל לפני שבוע  שבועיים  חודש או שנה שבת שלום מירושלים  חומר למחשבה  ,1,0,train,FALSE,,,,,,,,
כל כך כואב כלכך עצוב יש נשיא בישראל ,0,2,train,FALSE,,,,,,,,
בהצלחההההההההההההההה,0,0,train,TRUE,,,,,,,,
כבוד הנשיא הנבחר עם ישראל זכה בנשיא מושלם שמסמל ארץ ישראל  עם ישראלתורת ישראל  שבת שלום,0,0,train,TRUE,,,,,,,,
שבת שלום איש צנוע יקר  שמחה בבחירתך להיות לנו לנשיא המדינה ללא ספק לא היה ולא יהיה מעומד טוב ממך ,0,0,train,TRUE,,,,,,,,
 כל הכבוד  כבוד הנשיא  ,0,0,train,TRUE,,,,,,,,
מזל טוב להיבחרותך לנשיא מדינת ישראל ,0,0,train,TRUE,,,,,,,,
איזו אצילות ,0,0,train,TRUE,,,,,,,,
כן יהי רצון,0,0,train,TRUE,,,,,,,,
רובי היקר מלכה וגזר פרברג מברכים אותך מכל הלב והשמחה על הבחרך לנשיר המדינה ה10  אנחנו גאים בך,0,0,train,TRUE,,,,,,,,
בהצלחה ובבריאות  אמן,0,0,train,TRUE,,,,,,,,
כבוד הנשיא אתה תומך בהתבוללות בתוך העם  הייתי רוצה לשמוע את דעתך עם ביתך או נכדתך היו מתאסלמות בשביל לחיות עם ערבי ,1,0,train,FALSE,,,,,,,,
הלב נקרע ממאן להאמין כיצד מעכלים ידיעה שכזו דניאל  הילד המדהים הזה כעת הוא מלאך בשמים יהי זיכרו ברוך    ,0,0,train,TRUE,,,,,,,,
 די מצחיק כל הבדיחה הזו רובי רבלין  רק בגלל שעכשיו אתה נשיא אז חתמת כדי להלהיב המון תומכיםאם לא היית נשיא לא היית חותםתשתדל להשאר אמיתי ולא ליצור תדמית של צבוע  ,1,0,train,FALSE,,,,,,,,
בהצלחה סוף סוף יהיה נשיא אחד ישר ולא מושחת ,0,0,train,TRUE,,,,,,,,
תודה רבה אדוני הנשיא על דבריך,0,0,train,TRUE,,,,,,,,
עכשיו תפקידך כנבחר וכמו כן תפקידו של הנשיא פרס ללכד את העם ולשמור על אחדות  שלא יתגברו מעשה התג מחיר ופעולות הנקם  יהי זכר הבנים ברוך ,0,0,train,TRUE,,,,,,,,
הלואי ותביא איתך הרבה טוב לעם ישראל ותעשה דברים שיעלו חיוך ומלא שמחת חיים לעם ישראל ,0,0,train,TRUE,,,,,,,,
כל הכבוד לנשיא  בושה לכל המקללים והמנאצים ,0,2,train,FALSE,,,,,,,,
תתבייש לך  עלק נשיא יהודי ,1,2,train,FALSE,,,,,,,,
לכבוד הוא לנו שאתה נשיאנו  הצלח בשם מדינתנו,0,0,train,TRUE,,,,,,,,
הצלחה גדולה אוהבים אותך,0,0,train,TRUE,,,,,,,,
מזל טוב אדוני הנשיא בהצלחה,0,0,train,TRUE,,,,,,,,
נשיאינו היקר ילד אחד מתוק וקטן שילם בחייו יהי זכרו ברוך אבל עכשיו כשאתה הנשיא עוד בחייך אתה יכול לפעול למען שאר ילדי ישראל אני אנחנו עימך נהיה לאורך כל הדרך אתה אדם בעל שעור קומה ויושרה ראויים לשבח תבורך כבוד הנשיא ובהצלחה לך לורד אריסטו מאילת,0,0,train,TRUE,,,,,,,,
היית צריך לחתום על עצומה נגד זועבי המנוולת,0,2,train,FALSE,,,,,,,,
אוי ואבוי לנו על נשיא כזה ,1,0,train,FALSE,,,,,,,,
 אדוני הנשיא  לא ליפול למלכודת   הסוס שלוש   לרצות של אנשים אשר תהיה קרובה למכירה בישראל  ,1,0,train,FALSE,,,,,,,,
ככה היה צריך לעשות בביתר ששם התופעה הזאת גדולה הרבה יותר,0,2,train,FALSE,,,,,,,,
אוהבים אותך,0,2,train,FALSE,,,,,,,,
איפה האפיפיור שהיה כאן לאחרונה נישק ידי ניצולי שואה  מדוע קולו לא נשמע ,0,2,train,FALSE,,,,,,,,
אשרכם  לארוז מזודות וקדימה לנשיאותואלוהיםעמכם ,0,0,train,TRUE,,,,,,,,
המעורבות הכנה והחברית שגילה הנשיא בהספדו לדניאל נגעה ללבי,0,0,train,TRUE,,,,,,,,
אדוני נשיא המדינה אתה סמל הכבוד מלפני שנבחרת כנשיא והרגע הזה הוסיף כבוד על כבוד אלוהים ישמור עליך ועל בני ישראל העם היהודי ממני והמשפחה גמאל מלחם קבלאן יושב ראש סניף הליכוד בית גן,0,0,train,TRUE,,,,,,,,
 רובי  אולי תהיה יור ההתאחדות לכדורגל אחרי שתסיים את הקדנציה בתור נשיא  ,1,0,train,FALSE,,,,,,,,
 איזה יופי  מזל טוב  ובהצלחה בייצוג המדינה ,0,0,train,TRUE,,,,,,,,
בריאות כבוד הנשיא  לך לנכד למשפחתך ולכל עם ישראל,0,0,train,TRUE,,,,,,,,
בהצלחה לאיש המיוחד היותר במדינת ישראל,0,0,train,TRUE,,,,,,,,
אמן,0,0,train,TRUE,,,,,,,,
אנשים רק רוצים דבר אחד כסף  התפקיד הזה מיותר למדינת ישראל  כולם גם ככה מושחתים ,0,0,train,TRUE,,,,,,,,
עלה והצלח מגיע לך להיות נשיא מדינת ישראל,0,0,train,TRUE,,,,,,,,
נתפלל כולנו לשלומם שיחזרו בריאים ושלמים לבתיהם במהרה,0,0,train,TRUE,,,,,,,,
אמן ,0,0,train,TRUE,,,,,,,,
אדוני הנשיא תודה על דבריך אך אנא ממך אל תסתפק בכתיבה בפייסבוק ,0,0,train,TRUE,,,,,,,,
עוד נשיא כזה ואבדנו ,1,2,train,FALSE,,,,,,,,
חברים יקרים כמי שמכיר ומוקיר את נשיא המדינה היכרות מהמערכת הפוליטית אני יכול להבטיח לכם שהוא אינו מעודד התבוללות להפך  אבל אם בחורה יהודיה בחרה להתאסלם וללכת שבי אחרי בחיר ליבה המוסלמי מה כבר יכול לומר על כך נשיא המדינה או כל אחד מאיתנו גם מי שאיננו מסכים או מרוצה מכך  דבר אחד ברור בדמוקרטיה אדם יכול לעשות ככול העולה על רוחו ובתנאי שאיננו פוגע באחר ואיננו עובר על חוקי המדינה וגם אם מעשיו אינם לרוחי ואינם תואמים את השקפת עולמי דמם אינם מותר ולכן כך נהג נשיא המדינה,0,0,train,TRUE,,,,,,,,
